



sintaxi;pmpknpi;open;Deleted user;Tue Jan 21 16:11:11 BRST 2014;null;627;
lsegal;yard;closed;Vít Ondruch;Tue Feb 15 10:05:33 BRST 2011;Tue Feb 15 21:50:37 BRST 2011;0;
lsegal;yard;closed;Philip Roberts;Mon Feb 07 07:41:24 BRST 2011;Fri Feb 25 10:12:45 BRT 2011;18;
lsegal;yard;closed;Franklin Webber;Sun Feb 06 02:11:33 BRST 2011;Mon Feb 07 16:33:32 BRST 2011;1;
lsegal;yard;closed;Rados?aw Antoniuk;Tue Feb 01 16:24:16 BRST 2011;Wed Feb 02 04:24:04 BRST 2011;0;
lsegal;yard;closed;Adriano Mitre;Wed Jan 26 14:06:38 BRST 2011;Fri Mar 11 20:21:32 BRT 2011;44;
lsegal;yard;closed;Adriano Mitre;Mon Jan 24 14:07:50 BRST 2011;Mon Jan 24 19:30:09 BRST 2011;0;
lsegal;yard;closed;Tasos Laskos;Mon Jan 24 12:30:54 BRST 2011;Fri Feb 25 10:11:01 BRT 2011;31;
lsegal;yard;closed;Adriano Mitre;Sat Jan 22 07:39:48 BRST 2011;Sun Jan 23 04:41:37 BRST 2011;0;
lsegal;yard;closed;Postmodern;Sat Jan 22 04:49:08 BRST 2011;Sat May 07 15:45:49 BRT 2011;105;
lsegal;yard;closed;Adriano Mitre;Fri Jan 21 18:30:21 BRST 2011;Sat Jan 22 08:54:18 BRST 2011;0;
lsegal;yard;closed;Postmodern;Wed Jan 19 21:18:01 BRST 2011;Sun Jan 23 06:33:04 BRST 2011;3;
lsegal;yard;closed;Justin French;Wed Jan 19 04:33:47 BRST 2011;Mon Apr 11 05:54:42 BRT 2011;82;
lsegal;yard;closed;Guten Ye;Tue Jan 18 01:50:53 BRST 2011;Sun Apr 28 15:13:35 BRT 2013;831;
lsegal;yard;closed;Akzhan Abdulin;Mon Jan 17 17:39:26 BRST 2011;Sat Feb 26 22:22:10 BRT 2011;40;
lsegal;yard;closed;Akzhan Abdulin;Mon Jan 17 17:30:17 BRST 2011;Mon Jan 17 17:39:00 BRST 2011;0;
lsegal;yard;closed;Akzhan Abdulin;Mon Jan 17 17:24:35 BRST 2011;Sun Jan 23 06:52:56 BRST 2011;5;
lsegal;yard;closed;Akzhan Abdulin;Mon Jan 17 16:00:58 BRST 2011;Tue Jan 18 01:10:23 BRST 2011;0;
lsegal;yard;closed;Akzhan Abdulin;Mon Jan 17 12:36:06 BRST 2011;Mon Jan 17 19:06:24 BRST 2011;0;
lsegal;yard;closed;Kedar Mhaswade;Sat Jan 08 16:15:38 BRST 2011;Wed Apr 13 18:59:56 BRT 2011;95;
lsegal;yard;closed;Dominik Honnef;Fri Jan 07 20:07:38 BRST 2011;Sun Jan 23 07:20:38 BRST 2011;15;
lsegal;yard;closed;Dominik Honnef;Fri Jan 07 06:20:49 BRST 2011;Sun Jan 23 07:27:56 BRST 2011;16;
lsegal;yard;closed;Loren Segal;Thu Jan 06 00:30:32 BRST 2011;Thu Jan 06 01:44:54 BRST 2011;0;
lsegal;yard;closed;Loren Segal;Wed Jan 05 17:57:26 BRST 2011;Wed Jan 05 18:21:53 BRST 2011;0;
lsegal;yard;closed;Loren Segal;Wed Jan 05 17:46:53 BRST 2011;Sat May 07 19:07:04 BRT 2011;122;
lsegal;yard;closed;Loren Segal;Wed Jan 05 17:29:09 BRST 2011;Sat Feb 26 02:32:19 BRT 2011;51;
lsegal;yard;closed;Loren Segal;Wed Jan 05 17:28:34 BRST 2011;Wed Jan 05 17:57:52 BRST 2011;0;
lsegal;yard;closed;Dominik Honnef;Fri Dec 31 22:25:09 BRST 2010;Sun Jan 23 06:56:45 BRST 2011;22;
lsegal;yard;closed;Jimmy Cuadra;Thu Dec 30 17:24:30 BRST 2010;Fri Dec 31 02:19:23 BRST 2010;0;
lsegal;yard;closed;Dominik Honnef;Thu Dec 30 01:03:39 BRST 2010;Sun Jan 23 07:30:15 BRST 2011;24;
lsegal;yard;closed;Loren Segal;Wed Dec 29 20:48:59 BRST 2010;Wed Dec 29 20:50:37 BRST 2010;0;
lsegal;yard;closed;Loren Segal;Wed Dec 29 19:18:02 BRST 2010;Wed Dec 29 19:19:21 BRST 2010;0;
lsegal;yard;closed;George Montana Harkin;Wed Dec 29 15:58:05 BRST 2010;Thu Dec 30 01:58:08 BRST 2010;0;
lsegal;yard;closed;Loren Segal;Sat Dec 25 08:30:32 BRST 2010;Sat Dec 25 08:32:30 BRST 2010;0;
lsegal;yard;closed;George Montana Harkin;Wed Dec 22 16:56:31 BRST 2010;Thu Dec 23 02:47:49 BRST 2010;0;
lsegal;yard;closed;Lee Jarvis;Wed Dec 15 16:43:31 BRST 2010;Wed Dec 15 18:27:50 BRST 2010;0;
lsegal;yard;closed;Robert Pankowecki;Tue Dec 14 10:27:50 BRST 2010;Mon Dec 20 06:12:38 BRST 2010;5;
lsegal;yard;closed;Gioele;Sun Dec 12 20:41:32 BRST 2010;Fri Dec 17 19:30:05 BRST 2010;4;
lsegal;yard;closed;Gioele;Sun Dec 12 20:37:40 BRST 2010;Sat Feb 26 08:18:53 BRT 2011;75;
lsegal;yard;closed;Gioele;Sun Dec 12 18:48:49 BRST 2010;Fri Dec 17 19:31:21 BRST 2010;5;
lsegal;yard;closed;7rans;Fri Dec 10 19:47:39 BRST 2010;Sat May 07 19:07:04 BRT 2011;147;
lsegal;yard;closed;Daniele Orlandi;Mon Dec 06 13:20:18 BRST 2010;Mon Dec 06 23:37:12 BRST 2010;0;
lsegal;yard;closed;Simone Carletti;Sun Dec 05 18:39:25 BRST 2010;Mon Dec 20 06:25:30 BRST 2010;14;
lsegal;yard;closed;Mat Schaffer;Thu Dec 02 17:54:55 BRST 2010;Mon Dec 20 07:19:51 BRST 2010;17;
lsegal;yard;closed;null;Wed Nov 24 07:24:39 BRST 2010;Wed Nov 24 22:40:09 BRST 2010;0;
lsegal;yard;closed;Loren Segal;Wed Nov 24 03:44:52 BRST 2010;Tue Dec 21 22:38:53 BRST 2010;27;
lsegal;yard;closed;Postmodern;Wed Nov 24 01:14:25 BRST 2010;Wed Nov 24 16:56:31 BRST 2010;0;
lsegal;yard;closed;David Turnbull;Mon Nov 22 01:41:26 BRST 2010;Mon Nov 22 17:00:49 BRST 2010;0;
lsegal;yard;closed;Sam Rawlins;Sun Nov 21 22:43:46 BRST 2010;Wed Dec 15 19:18:56 BRST 2010;23;
lsegal;yard;closed;Franklin Webber;Thu Nov 18 04:50:22 BRST 2010;Wed Nov 24 15:05:47 BRST 2010;6;
lsegal;yard;closed;Robert Speicher;Thu Nov 11 01:23:18 BRST 2010;Thu Nov 11 10:34:14 BRST 2010;0;
lsegal;yard;closed;Anthony Thibault;Thu Nov 11 00:17:50 BRST 2010;Mon Nov 15 01:18:37 BRST 2010;4;
lsegal;yard;closed;Erik Michaels-Ober;Fri Nov 05 02:22:39 BRST 2010;Mon Nov 08 19:01:42 BRST 2010;3;
lsegal;yard;closed;Erik Michaels-Ober;Fri Nov 05 02:17:35 BRST 2010;Mon Nov 08 19:01:42 BRST 2010;3;
lsegal;yard;closed;Erik Michaels-Ober;Fri Nov 05 02:13:25 BRST 2010;Mon Nov 08 19:01:42 BRST 2010;3;
lsegal;yard;closed;Erik Michaels-Ober;Fri Nov 05 02:11:29 BRST 2010;Tue Nov 09 03:01:42 BRST 2010;4;
lsegal;yard;closed;Erik Michaels-Ober;Fri Nov 05 02:09:34 BRST 2010;Mon Nov 08 19:01:42 BRST 2010;3;
lsegal;yard;closed;François Beausoleil;Wed Nov 03 02:57:29 BRST 2010;Wed Nov 03 09:58:53 BRST 2010;0;
lsegal;yard;closed;Mark Evans;Tue Nov 02 11:25:50 BRST 2010;Mon Nov 08 18:12:27 BRST 2010;6;
lsegal;yard;closed;Edward Muller;Fri Oct 29 21:20:20 BRST 2010;Mon Nov 08 19:11:28 BRST 2010;9;
lsegal;yard;closed;null;Tue Oct 26 00:11:03 BRST 2010;Mon Nov 08 18:14:20 BRST 2010;13;
lsegal;yard;closed;David Turnbull;Fri Oct 22 21:48:50 BRST 2010;Mon Nov 08 18:01:28 BRST 2010;16;
lsegal;yard;closed;Bas Wenneker;Thu Oct 21 05:53:55 BRST 2010;Mon Nov 15 01:19:17 BRST 2010;24;
lsegal;yard;closed;null;Tue Oct 05 11:12:38 BRT 2010;Mon Oct 11 14:23:16 BRT 2010;6;
lsegal;yard;closed;Kim Burgestrand;Tue Oct 05 06:48:30 BRT 2010;Mon Oct 11 17:22:33 BRT 2010;6;
lsegal;yard;closed;Natalie Weizenbaum;Tue Oct 05 01:55:57 BRT 2010;Sat Oct 09 17:55:12 BRT 2010;4;
lsegal;yard;closed;Sebastian Staudt;Sun Oct 03 13:59:52 BRT 2010;Mon Oct 04 04:53:23 BRT 2010;0;
lsegal;yard;closed;Hans de Graaff;Sun Oct 03 04:04:27 BRT 2010;Tue Oct 05 17:59:07 BRT 2010;2;
lsegal;yard;closed;Brian Thomas;Sat Oct 02 10:37:03 BRT 2010;Sun Oct 03 23:38:11 BRT 2010;1;
lsegal;yard;closed;Robert Wahler;Fri Oct 01 11:06:46 BRT 2010;Sun Oct 03 18:34:00 BRT 2010;2;
lsegal;yard;closed;Jason Langenauer;Fri Oct 01 03:57:29 BRT 2010;Sun Oct 03 02:52:36 BRT 2010;1;
lsegal;yard;closed;Robert Wahler;Wed Sep 29 17:53:42 BRT 2010;Sun Oct 03 03:03:10 BRT 2010;3;
lsegal;yard;closed;No GUI;Wed Sep 29 17:13:31 BRT 2010;Sun Oct 03 22:07:25 BRT 2010;4;
lsegal;yard;closed;Walter Lee Davis;Tue Sep 28 00:16:34 BRT 2010;Sun Oct 03 03:55:00 BRT 2010;5;
lsegal;yard;closed;Walter Lee Davis;Mon Sep 27 23:30:54 BRT 2010;Sun Oct 03 03:46:27 BRT 2010;5;
lsegal;yard;closed;Sam Rawlins;Mon Sep 27 20:24:49 BRT 2010;Sun Oct 03 04:00:03 BRT 2010;5;
lsegal;yard;closed;Nils Jonsson;Sat Sep 25 20:44:47 BRT 2010;Sat Mar 12 00:13:45 BRT 2011;167;
lsegal;yard;closed;Brian Thomas;Fri Sep 24 10:09:43 BRT 2010;Sat Sep 25 02:02:01 BRT 2010;0;
lsegal;yard;closed;null;Wed Sep 22 23:23:49 BRT 2010;Fri Sep 24 03:44:58 BRT 2010;1;
lsegal;yard;closed;Philippe Lang;Thu Sep 16 10:51:03 BRT 2010;Fri Sep 17 03:52:26 BRT 2010;0;
lsegal;yard;closed;Christoph Heindl;Tue Sep 14 10:47:52 BRT 2010;Fri Sep 17 22:28:50 BRT 2010;3;
lsegal;yard;closed;Arthur Schreiber;Thu Sep 02 19:47:05 BRT 2010;Fri Sep 03 16:22:23 BRT 2010;0;
lsegal;yard;closed;Arthur Schreiber;Thu Sep 02 11:59:39 BRT 2010;Fri Sep 03 02:29:34 BRT 2010;0;
lsegal;yard;closed;Arthur Schreiber;Thu Sep 02 04:45:02 BRT 2010;Thu Sep 02 06:35:12 BRT 2010;0;
lsegal;yard;closed;Arthur Schreiber;Wed Sep 01 07:40:02 BRT 2010;Thu Sep 02 06:35:48 BRT 2010;0;
lsegal;yard;closed;Vikrant Chaudhary;Tue Aug 31 11:53:35 BRT 2010;Wed Sep 01 00:02:15 BRT 2010;0;
lsegal;yard;closed;Lee Jarvis;Tue Aug 31 08:56:48 BRT 2010;Tue Aug 31 15:07:55 BRT 2010;0;
lsegal;yard;closed;null;Tue Aug 31 07:03:13 BRT 2010;Wed Sep 01 00:12:26 BRT 2010;0;
lsegal;yard;closed;Norman Clarke;Mon Aug 30 14:51:40 BRT 2010;Mon Aug 30 21:56:01 BRT 2010;0;
lsegal;yard;closed;Thomas Thomassen;Sat Aug 28 21:38:18 BRT 2010;Sun Aug 29 22:50:39 BRT 2010;1;
lsegal;yard;closed;AsiaZhang.ZhangHeng;Fri Aug 27 12:44:44 BRT 2010;Sat Aug 28 10:41:53 BRT 2010;0;
lsegal;yard;closed;Dominik Honnef;Sun Aug 22 22:59:27 BRT 2010;Sun Aug 22 23:44:49 BRT 2010;0;
lsegal;yard;closed;Lee Jarvis;Fri Aug 20 13:31:15 BRT 2010;Sun Aug 22 23:30:08 BRT 2010;2;
lsegal;yard;closed;P?teris Birkants;Fri Aug 20 07:18:09 BRT 2010;Sun Aug 22 23:53:50 BRT 2010;2;
lsegal;yard;closed;Deleted user;Fri Aug 20 04:36:30 BRT 2010;Fri Aug 20 11:04:55 BRT 2010;0;
lsegal;yard;closed;Hedgehog;Thu Aug 12 00:14:30 BRT 2010;Sun Aug 15 22:14:09 BRT 2010;3;
lsegal;yard;closed;Jenny Fong;Tue Aug 03 13:10:29 BRT 2010;Tue Aug 03 20:11:17 BRT 2010;0;
lsegal;yard;closed;Deleted user;Mon Aug 02 18:16:11 BRT 2010;Thu Aug 05 17:44:49 BRT 2010;2;
lsegal;yard;closed;Dominik Honnef;Mon Aug 02 16:59:16 BRT 2010;Thu Aug 05 17:53:30 BRT 2010;3;
lsegal;yard;closed;Steve Downey;Sat Jul 24 17:28:04 BRT 2010;Sat Jul 24 17:57:10 BRT 2010;0;
lsegal;yard;closed;Suraj N. Kurapati;Mon Jul 19 04:54:42 BRT 2010;Mon Jul 19 20:20:14 BRT 2010;0;
lsegal;yard;closed;Gabriel Horner;Sat Jul 10 06:48:03 BRT 2010;Thu Aug 05 23:47:57 BRT 2010;26;
lsegal;yard;closed;Gabriel Horner;Sat Jul 10 06:08:51 BRT 2010;Fri Aug 06 00:21:53 BRT 2010;26;
lsegal;yard;closed;Sander Pool;Fri Jul 09 18:01:22 BRT 2010;Sat Jul 10 01:04:06 BRT 2010;0;
lsegal;yard;closed;Gabriel Horner;Mon Jul 05 12:37:22 BRT 2010;Thu May 02 18:00:03 BRT 2013;1032;
lsegal;yard;closed;Gabriel Horner;Sun Jun 27 18:13:15 BRT 2010;Wed Jun 30 21:15:03 BRT 2010;3;
lsegal;yard;closed;Suraj N. Kurapati;Tue Jun 22 08:14:54 BRT 2010;Tue Jun 22 22:56:27 BRT 2010;0;
lsegal;yard;closed;Loren Segal;Tue Jun 22 05:21:11 BRT 2010;Sun Aug 22 23:45:59 BRT 2010;61;
lsegal;yard;closed;Daniel Berger;Mon Jun 21 11:36:43 BRT 2010;Mon Jun 21 14:20:46 BRT 2010;0;
lsegal;yard;closed;Loren Segal;Wed Jun 16 03:23:46 BRT 2010;Thu Jun 17 13:56:41 BRT 2010;1;
lsegal;yard;closed;Ryan Sobol;Tue Jun 15 13:54:46 BRT 2010;Wed Jun 16 00:35:29 BRT 2010;0;
lsegal;yard;closed;Loren Segal;Mon Jun 14 15:04:57 BRT 2010;Tue Jun 15 03:03:41 BRT 2010;0;
lsegal;yard;closed;Loren Segal;Mon Jun 14 15:04:25 BRT 2010;Thu Jun 17 13:55:44 BRT 2010;2;
lsegal;yard;closed;Loren Segal;Mon Jun 14 15:03:40 BRT 2010;Wed Jun 23 01:08:52 BRT 2010;8;
lsegal;yard;closed;Loren Segal;Mon Jun 14 15:00:13 BRT 2010;Tue Jun 15 03:11:09 BRT 2010;0;
lsegal;yard;closed;Loren Segal;Mon Jun 14 14:59:18 BRT 2010;Wed Jun 16 18:59:09 BRT 2010;2;
lsegal;yard;closed;Loren Segal;Mon Jun 14 14:58:02 BRT 2010;Wed Jun 16 18:59:09 BRT 2010;2;
lsegal;yard;closed;null;Sun Jun 13 15:44:43 BRT 2010;Sun Jun 13 17:25:22 BRT 2010;0;
lsegal;yard;closed;Ivan Storck;Wed Jun 09 21:30:50 BRT 2010;Thu Jun 10 04:33:40 BRT 2010;0;
lsegal;yard;closed;Deleted user;Wed Jun 09 11:59:20 BRT 2010;Wed Jun 09 20:10:52 BRT 2010;0;
lsegal;yard;closed;Davide D'Agostino;Wed Jun 09 07:40:43 BRT 2010;Wed Jun 09 19:47:38 BRT 2010;0;
lsegal;yard;closed;Damian Janowski;Fri Jun 04 13:21:06 BRT 2010;Mon May 23 14:54:51 BRT 2011;353;
lsegal;yard;closed;Todd Miller;Fri May 28 11:20:36 BRT 2010;Fri Jun 04 13:33:55 BRT 2010;7;
lsegal;yard;closed;Erik van Eykelen;Fri May 21 16:43:33 BRT 2010;Fri May 21 17:10:24 BRT 2010;0;
lsegal;yard;closed;Scott Wheeler;Wed May 19 18:49:13 BRT 2010;Thu May 20 06:14:05 BRT 2010;0;
lsegal;yard;closed;François Beausoleil;Wed May 19 02:37:50 BRT 2010;Wed May 19 18:29:49 BRT 2010;0;
lsegal;yard;closed;Postmodern;Sun May 16 03:33:11 BRT 2010;Tue Jun 15 04:36:57 BRT 2010;30;
lsegal;yard;closed;Postmodern;Sun May 16 03:15:05 BRT 2010;Tue Jun 15 04:44:49 BRT 2010;30;
lsegal;yard;closed;Denis Defreyne;Sat May 01 19:32:03 BRT 2010;Tue May 04 20:03:20 BRT 2010;3;
lsegal;yard;closed;Eric Hodel;Wed Apr 21 18:33:06 BRT 2010;Wed Apr 21 18:54:34 BRT 2010;0;
lsegal;yard;closed;Dreamcat4;Tue Apr 20 12:58:12 BRT 2010;Fri May 21 12:29:35 BRT 2010;30;
lsegal;yard;closed;Dreamcat4;Tue Apr 20 12:55:41 BRT 2010;Fri May 21 14:16:44 BRT 2010;31;
lsegal;yard;closed;Natalie Weizenbaum;Tue Apr 20 06:10:06 BRT 2010;Tue Jun 15 16:49:00 BRT 2010;56;
lsegal;yard;closed;Natalie Weizenbaum;Tue Apr 20 03:10:23 BRT 2010;Tue May 04 19:54:57 BRT 2010;14;
lsegal;yard;closed;Dreamcat4;Fri Apr 16 11:45:34 BRT 2010;Fri Apr 16 16:39:51 BRT 2010;0;
lsegal;yard;closed;Dreamcat4;Thu Apr 15 16:49:21 BRT 2010;Thu Apr 15 17:00:46 BRT 2010;0;
lsegal;yard;closed;Ev Dolzhenko;Wed Apr 14 08:20:14 BRT 2010;Fri Jun 18 13:47:10 BRT 2010;65;
lsegal;yard;closed;Dreamcat4;Wed Apr 14 06:46:01 BRT 2010;Sat May 15 18:19:53 BRT 2010;31;
lsegal;yard;closed;Dreamcat4;Thu Apr 08 16:30:14 BRT 2010;Thu Apr 08 16:39:42 BRT 2010;0;
lsegal;yard;closed;Dreamcat4;Mon Apr 05 11:21:48 BRT 2010;Wed Apr 07 01:56:24 BRT 2010;1;
lsegal;yard;closed;Dreamcat4;Mon Apr 05 11:09:59 BRT 2010;Wed Apr 07 01:53:28 BRT 2010;1;
lsegal;yard;closed;Dreamcat4;Mon Apr 05 10:52:26 BRT 2010;Fri May 21 12:42:08 BRT 2010;46;
lsegal;yard;closed;Josh Lindsey;Thu Apr 01 18:18:25 BRT 2010;Thu Jun 17 02:42:33 BRT 2010;76;
lsegal;yard;closed;Brian Thomas;Thu Apr 01 15:05:22 BRT 2010;Sat Jun 12 03:48:32 BRT 2010;71;
lsegal;yard;closed;No GUI;Thu Apr 01 13:22:14 BRT 2010;Thu Apr 01 16:05:48 BRT 2010;0;
lsegal;yard;closed;Jean-Denis Vauguet;Mon Mar 29 06:54:31 BRT 2010;Fri May 21 12:48:10 BRT 2010;53;
lsegal;yard;closed;Jean-Denis Vauguet;Mon Mar 29 04:06:31 BRT 2010;Sun Apr 28 15:11:38 BRT 2013;1126;
lsegal;yard;closed;Alessio Caiazza;Mon Mar 22 05:31:26 BRT 2010;Mon Mar 22 14:10:34 BRT 2010;0;
lsegal;yard;closed;Dreamcat4;Sun Mar 21 12:46:32 BRT 2010;Sun Mar 21 15:45:11 BRT 2010;0;
lsegal;yard;closed;Dreamcat4;Sat Mar 20 06:47:31 BRT 2010;Mon Apr 29 03:32:44 BRT 2013;1135;
lsegal;yard;closed;Benjamin Bock;Fri Mar 19 19:32:23 BRT 2010;Sat Jun 12 08:38:24 BRT 2010;84;
lsegal;yard;closed;Steve;Tue Mar 16 14:50:01 BRT 2010;Tue Mar 16 14:51:39 BRT 2010;0;
lsegal;yard;closed;Suraj N. Kurapati;Tue Mar 16 04:29:33 BRT 2010;Tue Mar 16 16:26:37 BRT 2010;0;
lsegal;yard;closed;Benjamin Bock;Thu Mar 11 15:09:47 BRT 2010;Sun Mar 14 22:45:58 BRT 2010;3;
lsegal;yard;closed;Mike Taylor;Thu Mar 11 11:35:14 BRT 2010;Sun Mar 14 22:47:49 BRT 2010;3;
lsegal;yard;closed;Nathan Beyer;Wed Mar 10 16:15:53 BRT 2010;Sun Mar 14 21:37:52 BRT 2010;4;
lsegal;yard;closed;Dreamcat4;Wed Mar 10 15:44:31 BRT 2010;Tue Apr 13 16:46:21 BRT 2010;34;
lsegal;yard;closed;rubytester;Wed Mar 10 01:48:25 BRT 2010;Sat Mar 20 17:46:42 BRT 2010;10;
lsegal;yard;closed;Dreamcat4;Tue Mar 09 15:42:26 BRT 2010;Tue Mar 09 16:24:28 BRT 2010;0;
lsegal;yard;closed;Matias N.;Sun Mar 07 01:33:21 BRT 2010;Mon Apr 29 03:29:52 BRT 2013;1149;
lsegal;yard;closed;Matias N.;Sun Mar 07 01:23:24 BRT 2010;Fri May 21 17:44:52 BRT 2010;75;
lsegal;yard;closed;Natalie Weizenbaum;Wed Mar 03 03:17:51 BRT 2010;Sat Mar 20 16:12:55 BRT 2010;17;
lsegal;yard;closed;Marek Hulán;Mon Mar 01 07:14:34 BRT 2010;Sat Mar 20 16:12:55 BRT 2010;19;
lsegal;yard;closed;Mike Ryan;Thu Feb 25 14:11:17 BRT 2010;Sun Mar 21 01:15:33 BRT 2010;23;
lsegal;yard;closed;Bob Schäfer;Mon Feb 15 11:27:42 BRST 2010;Mon Feb 15 16:01:40 BRST 2010;0;
lsegal;yard;closed;Jure Srsen;Sat Feb 13 20:56:19 BRST 2010;Sun Feb 14 02:47:35 BRST 2010;0;
lsegal;yard;closed;Jure Srsen;Sat Feb 13 20:33:47 BRST 2010;Tue Mar 16 20:10:27 BRT 2010;30;
lsegal;yard;closed;Anthony Buck;Wed Feb 10 17:40:53 BRST 2010;Wed Feb 10 17:49:58 BRST 2010;0;
lsegal;yard;closed;Martin;Tue Feb 09 15:33:01 BRST 2010;Sun Mar 21 00:40:20 BRT 2010;39;
lsegal;yard;closed;Natalie Weizenbaum;Sun Feb 07 23:15:50 BRST 2010;Sat Mar 20 18:08:31 BRT 2010;40;
lsegal;yard;closed;Thomas Thomassen;Tue Feb 02 19:35:23 BRST 2010;Sun Mar 14 21:34:47 BRT 2010;40;
lsegal;yard;closed;Alex MacCaw;Mon Feb 01 21:52:04 BRST 2010;Sun Apr 28 15:10:31 BRT 2013;1181;
lsegal;yard;closed;Denis Defreyne;Sat Jan 30 09:52:53 BRST 2010;Sat Mar 20 16:12:55 BRT 2010;49;
lsegal;yard;closed;Thomas Thomassen;Fri Jan 29 17:37:21 BRST 2010;Sat Mar 20 16:34:17 BRT 2010;49;
lsegal;yard;closed;Thomas Thomassen;Fri Jan 29 16:54:44 BRST 2010;Sat Mar 20 16:14:15 BRT 2010;49;
lsegal;yard;closed;Thomas Thomassen;Fri Jan 29 16:06:56 BRST 2010;Sat Mar 20 16:49:40 BRT 2010;50;
lsegal;yard;closed;Serah Eley;Mon Jan 25 15:43:22 BRST 2010;Fri Jan 29 14:40:15 BRST 2010;3;
lsegal;yard;closed;Postmodern;Tue Jan 19 23:05:12 BRST 2010;Fri Jan 29 14:40:54 BRST 2010;9;
lsegal;yard;closed;Sean Cribbs;Tue Jan 19 18:51:37 BRST 2010;Sun Mar 21 01:36:48 BRT 2010;60;
lsegal;yard;closed;Natalie Weizenbaum;Mon Jan 18 23:54:42 BRST 2010;Tue Jun 15 21:16:02 BRT 2010;147;
lsegal;yard;closed;Natalie Weizenbaum;Sun Jan 17 22:15:50 BRST 2010;Tue Jun 15 03:54:44 BRT 2010;148;
lsegal;yard;closed;Daniel Schierbeck;Thu Jan 14 15:54:35 BRST 2010;Sun Mar 14 22:45:08 BRT 2010;59;
lsegal;yard;closed;null;Thu Jan 14 07:44:56 BRST 2010;Thu Jan 14 13:51:14 BRST 2010;0;
lsegal;yard;closed;null;Thu Jan 14 07:43:05 BRST 2010;Mon Apr 29 03:31:05 BRT 2013;1200;
lsegal;yard;closed;Steve Loveless;Wed Jan 13 23:01:33 BRST 2010;Wed Jan 13 23:22:59 BRST 2010;0;
lsegal;yard;closed;Orion Delwaterman;Tue Jan 05 13:23:35 BRST 2010;Tue Jan 05 19:51:04 BRST 2010;0;
lsegal;yard;closed;Christian van der Leeden;Tue Jan 05 12:35:11 BRST 2010;Tue Jan 05 20:10:58 BRST 2010;0;
lsegal;yard;closed;Hedgehog;Sat Jan 02 05:02:10 BRST 2010;Sat Jan 02 07:04:40 BRST 2010;0;
lsegal;yard;closed;Daniel Berger;Thu Dec 31 13:50:32 BRST 2009;Thu Dec 31 18:30:16 BRST 2009;0;
lsegal;yard;closed;Terence Lee;Tue Dec 29 16:53:55 BRST 2009;Tue Dec 29 19:21:45 BRST 2009;0;
lsegal;yard;closed;Orion Delwaterman;Mon Dec 28 16:17:09 BRST 2009;Mon Dec 28 22:29:28 BRST 2009;0;
lsegal;yard;closed;Daniel Berger;Mon Dec 28 16:00:16 BRST 2009;Mon Dec 28 16:00:53 BRST 2009;0;
lsegal;yard;closed;Christian van der Leeden;Sun Dec 20 19:45:27 BRST 2009;Fri Jun 25 02:49:36 BRT 2010;186;
lsegal;yard;closed;Chris Gahan;Wed Dec 16 17:17:38 BRST 2009;Wed Dec 16 18:24:18 BRST 2009;0;
lsegal;yard;closed;Chris Gahan;Wed Dec 16 06:10:57 BRST 2009;Wed Dec 16 19:04:29 BRST 2009;0;
lsegal;yard;closed;Daniel Berger;Sun Dec 13 21:55:12 BRST 2009;Sun Dec 13 23:10:36 BRST 2009;0;
lsegal;yard;closed;Steve Kenworthy;Sat Dec 12 01:03:40 BRST 2009;Sat Dec 12 17:59:57 BRST 2009;0;
lsegal;yard;closed;Jan Wedekind;Thu Dec 10 17:37:10 BRST 2009;Fri Dec 11 03:13:20 BRST 2009;0;
lsegal;yard;closed;null;Wed Dec 09 14:01:07 BRST 2009;Wed Dec 09 19:49:21 BRST 2009;0;
lsegal;yard;closed;Dominik Honnef;Sun Dec 06 12:07:26 BRST 2009;Sun Dec 06 17:01:42 BRST 2009;0;
lsegal;yard;closed;Dominik Honnef;Sat Dec 05 12:11:23 BRST 2009;Sat Dec 05 21:51:28 BRST 2009;0;
lsegal;yard;closed;Dominik Honnef;Sat Dec 05 12:08:29 BRST 2009;Sat Dec 05 21:51:28 BRST 2009;0;
lsegal;yard;closed;Dominik Honnef;Fri Dec 04 15:13:34 BRST 2009;Fri Dec 04 19:02:14 BRST 2009;0;
lsegal;yard;closed;Postmodern;Mon Nov 30 21:13:12 BRST 2009;Tue Dec 01 18:48:33 BRST 2009;0;
lsegal;yard;closed;Natalie Weizenbaum;Sun Nov 29 13:03:19 BRST 2009;Sun Nov 29 15:26:53 BRST 2009;0;
lsegal;yard;closed;Natalie Weizenbaum;Sun Nov 29 11:58:22 BRST 2009;Tue Dec 01 07:18:32 BRST 2009;1;
lsegal;yard;closed;Natalie Weizenbaum;Fri Nov 27 03:26:22 BRST 2009;Tue Dec 01 08:02:23 BRST 2009;4;
lsegal;yard;closed;Natalie Weizenbaum;Mon Nov 23 21:12:45 BRST 2009;Tue Dec 01 07:43:33 BRST 2009;7;
lsegal;yard;closed;Tim Pease;Sat Nov 21 14:49:18 BRST 2009;Sat Nov 21 20:52:17 BRST 2009;0;
lsegal;yard;closed;Tim Pease;Sun Nov 15 20:35:35 BRST 2009;Mon Nov 16 16:24:33 BRST 2009;0;
lsegal;yard;closed;Tim Pease;Sun Nov 15 20:34:26 BRST 2009;Sat Dec 05 04:36:54 BRST 2009;19;
